"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150"
"11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 42 0 0 0 0 0 0 0 0 0 0 0 0 0 85 86 85 42 0 0 0 0 0 0 0 0 68 67 67 68 68 67 67 68 0 0 0 0 0 0 0 0 0 0 0 0 0 67 68 67 67 67 68 67 0 0 0 0 0 0 0 67 0 0
"12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 42 113 250 82 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 82 42 0 0 0 0 0 0 0 0 0 0 0 0 0 85 85 85 41 0 0 0 0 0 0 0 0 0 67 67 67 68 67 67 67 0 0 0 0 0 0 0 0 0 0 0 0 0 67 82 67 68 68 67 68 0 0 0 0 0 0 0 0 0 0
"13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 42 0 81 192 250 250 251 250 192 192 250 255 250 85 82 82 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 85 42 0 0 0 0 0 0 0 0 0 0 0 67 67 82 67 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 82 67 68 67 67 67 0 0 0 0 0 0 0 0 0 0
"14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 192 192 192 250 250 247 246 247 247 250 250 251 250 250 250 250 250 250 250 192 192 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 81 113 193 114 82 192 113 0 0 0 0 0 0 0 0 0 0 85 41 0 0 42 0 0 0 0 0 0 67 68 0 0 0 0 0 0 82 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 82 82 81 82 0 0 0 0 0 0 0 0 0 0 0
"15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 85 193 250 250 250 250 247 192 247 246 250 250 250 250 250 250 250 250 250 255 255 250 250 250 250 192 192 192 250 113 42 41 0 0 42 85 82 82 192 250 250 250 250 251 250 250 255 250 192 192 251 192 0 0 0 0 0 82 114 85 0 0 0 0 0 0 0 0 0 67 67 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 82 82 67 0 0 0 0 0 0 0 0 0 0 0 0
"16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 42 193 246 247 250 250 247 247 193 193 246 246 250 250 250 247 247 247 247 247 250 250 250 250 250 250 247 250 250 250 255 255 255 250 250 192 250 250 255 255 255 255 255 255 250 250 250 250 250 250 250 250 250 250 250 247 250 192 247 192 193 192 113 0 0 0 0 0 0 0 0 0 67 67 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 114 113 146 192 246 247 247 247 247 192 192 246 247 247 247 246 250 250 247 251 247 246 247 247 247 246 247 247 246 250 250 250 250 250 255 255 255 250 250 255 255 255 255 250 250 250 250 250 250 250 251 250 250 250 251 250 250 250 250 251 250 250 251 250 250 250 41 0 0 0 0 0 0 0 0 68 82 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 42 148 192 193 247 246 247 247 247 246 192 247 247 192 192 247 247 247 250 250 247 246 246 246 246 247 247 247 246 246 247 247 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 250 247 247 247 247 250 250 251 250 250 250 247 247 247 250 250 250 250 250 250 250 82 82 113 113 114 42 0 0 0 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0
"19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 83 148 148 192 192 192 193 192 247 247 192 192 192 193 193 192 247 246 246 247 246 247 247 247 246 246 246 247 246 247 246 247 247 251 250 250 250 250 250 250 250 250 250 250 250 250 250 250 246 247 247 250 250 250 250 250 250 250 250 250 246 247 250 250 250 250 250 250 250 250 250 250 250 250 250 247 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 113 148 148 148 146 193 193 192 192 193 192 192 192 192 192 192 247 247 247 247 247 247 192 192 246 247 247 247 247 247 247 247 247 246 247 250 250 250 250 250 250 246 246 247 247 247 247 250 247 247 250 251 250 250 250 250 250 250 250 250 247 250 250 250 250 250 250 250 250 250 247 247 247 247 247 250 250 250 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"21" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 125 146 146 146 146 146 148 148 192 192 192 192 146 193 192 192 192 193 192 193 247 246 192 247 193 192 247 247 247 247 247 247 247 247 247 250 250 250 250 250 250 250 250 246 247 246 250 250 250 250 251 250 250 250 247 250 250 247 250 250 250 250 251 250 250 250 250 247 246 247 247 247 246 246 247 247 247 250 250 250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 145 146 146 146 146 146 146 148 148 146 146 146 146 146 192 192 192 192 192 193 193 247 192 192 246 193 192 193 246 247 246 247 246 247 247 247 247 250 250 250 250 250 250 250 247 250 250 250 250 250 250 250 250 250 246 247 247 247 247 247 250 250 250 250 250 247 246 247 246 247 247 247 247 246 247 247 192 192 193 193 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"23" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 148 148 125 124 125 125 125 146 146 146 146 146 146 146 148 192 192 193 193 192 192 192 193 192 193 192 193 193 192 192 193 247 247 246 247 246 247 246 247 247 247 250 246 246 247 246 250 250 250 250 250 250 247 246 247 247 247 247 247 247 246 247 246 250 250 250 250 246 246 247 247 247 247 246 246 192 192 192 192 192 193 192 192 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"24" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 146 124 125 124 124 125 125 125 125 125 146 146 146 148 148 193 192 193 192 193 192 192 192 193 193 192 192 192 193 192 192 192 192 192 247 247 247 247 247 247 247 247 247 247 246 246 247 247 246 247 247 246 246 247 246 247 247 192 246 246 247 246 246 247 246 247 250 247 247 246 247 247 247 247 247 247 247 247 247 247 250 250 250 250 250 193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0
"25" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 124 124 125 124 125 124 125 125 124 124 146 146 146 148 148 192 192 192 193 192 192 192 146 146 193 146 192 192 193 146 192 192 192 192 247 247 192 193 192 246 247 247 247 247 247 247 247 247 247 247 246 247 246 247 247 246 247 192 246 247 247 246 246 247 247 246 247 246 192 192 193 247 247 247 247 247 247 247 247 247 250 250 250 250 251 250 192 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 85 85 67 0 67 67
"26" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 124 125 124 124 125 125 125 124 124 125 124 146 146 145 146 192 192 192 193 146 192 192 192 146 148 193 192 148 146 146 193 193 193 192 193 192 192 192 192 192 247 247 247 246 246 247 246 247 247 246 247 247 247 247 246 247 247 192 192 246 246 247 247 246 246 246 247 247 192 247 247 247 246 247 250 250 250 250 250 250 250 250 251 250 250 250 255 250 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 82 82 0 0 0 0 0 67 81 82 67 67 0 0 85 85 85 85 67 68 67
"27" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 125 125 125 125 124 124 125 124 124 124 124 124 146 146 146 146 192 192 146 146 192 192 192 193 192 250 250 192 148 192 192 193 193 192 192 192 146 193 192 192 192 192 192 192 247 246 246 246 247 247 246 247 247 247 247 247 247 192 193 192 192 192 246 247 247 247 246 246 193 247 247 247 247 247 250 251 250 250 250 250 250 250 250 250 250 250 250 255 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 151 151 82 67 0 0 67 68 68 68 67 67 0 0 67 85 81 82 68 67 67
"28" 170 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 124 124 124 124 125 124 124 124 124 124 124 146 146 124 125 148 148 146 145 146 192 193 250 250 255 255 255 255 250 250 250 192 192 192 192 192 192 193 192 192 192 193 192 247 246 247 246 246 246 247 247 246 247 246 246 246 246 192 193 192 192 192 192 192 192 247 247 247 192 247 247 247 247 247 247 250 250 250 250 251 250 250 250 251 250 250 250 250 250 192 0 0 0 0 0 0 0 0 0 0 0 0 0 82 81 82 82 68 68 68 82 67 68 67 67 67 68 68 68 67 68 67 67 67 67
"29" 255 170 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 125 83 124 83 83 83 124 125 125 125 124 125 125 146 148 148 148 148 148 148 192 250 250 255 255 255 255 255 255 250 251 250 250 193 193 148 192 192 192 192 193 192 192 246 246 246 247 247 247 247 247 247 247 247 247 247 192 193 192 192 193 192 193 192 192 247 193 192 192 247 247 247 192 192 247 250 250 250 250 250 250 250 250 250 250 250 250 251 250 250 146 0 0 0 0 0 0 0 0 0 0 0 0 68 82 81 82 82 82 82 151 151 82 82 67 68 82 67 68 67 67 68 67 67 67
"30" 170 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 83 83 83 125 124 124 125 83 83 125 83 124 113 193 250 250 250 250 250 250 250 250 255 255 255 255 255 255 255 250 250 250 250 192 192 192 192 192 193 192 192 246 247 247 247 246 247 246 246 247 246 247 247 246 192 192 192 192 246 247 193 193 192 193 192 192 192 193 193 247 246 247 246 247 250 250 250 250 250 250 250 250 250 247 247 250 250 251 250 250 192 42 0 0 0 0 0 0 0 0 0 0 67 82 150 151 82 82 192 193 192 193 151 82 68 67 0 0 0 0 0 0 0 0
"31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 41 42 83 83 83 83 83 125 125 83 83 83 113 250 250 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 250 250 250 250 250 192 192 192 192 192 247 247 246 247 247 192 193 192 246 247 247 247 192 192 192 192 192 192 192 192 146 146 146 146 146 146 146 146 192 193 246 247 250 250 250 250 251 250 250 250 250 247 192 192 246 247 247 247 250 250 192 82 42 0 0 0 0 0 0 68 67 81 150 192 151 82 82 192 193 192 192 193 150 67 0 67 82 82 68 0 0 0 0
"32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 250 148 83 83 83 124 125 83 83 82 113 250 250 255 255 255 255 255 250 170 170 170 170 255 255 255 255 255 255 255 255 255 250 250 250 192 193 192 193 192 193 247 247 247 192 192 193 246 247 247 247 193 192 192 192 193 192 193 192 192 146 146 146 145 146 146 146 146 145 146 146 192 192 193 246 250 250 250 250 247 192 192 192 192 246 247 247 247 250 250 192 42 0 0 0 0 0 82 82 81 82 81 151 150 82 82 82 192 247 192 192 151 82 82 150 170 150 81 0 0 0 0
"33" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 255 255 192 41 83 83 83 83 83 83 148 250 255 255 255 255 255 255 250 170 85 0 170 255 255 255 255 255 255 255 255 255 255 250 250 250 192 192 192 192 192 192 192 192 193 192 247 246 247 246 192 192 192 192 192 192 192 192 192 192 192 146 146 146 146 192 192 192 192 192 146 146 146 192 192 247 250 250 250 247 192 192 193 247 247 246 247 247 250 250 250 81 0 0 0 0 0 0 67 67 67 82 82 82 82 82 82 151 193 170 192 192 151 192 170 170 192 82 68 0 0 0
"34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 255 255 255 255 113 83 83 83 83 83 83 113 250 255 255 255 255 255 255 255 170 170 85 250 255 255 255 255 255 255 255 255 255 255 255 250 193 192 192 192 192 192 193 192 192 192 192 247 247 247 192 192 193 192 192 192 192 192 192 146 146 146 146 192 192 193 192 192 192 192 192 192 192 192 192 247 247 246 247 193 192 192 192 192 246 247 246 246 247 246 250 250 42 0 0 0 0 0 0 0 0 0 0 68 82 82 82 81 82 82 192 192 151 151 192 170 151 150 67 68 0 0 0
"35" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 255 255 255 255 255 250 148 83 83 41 42 83 113 250 250 255 255 255 255 255 255 170 170 250 255 255 255 255 255 255 255 255 255 255 255 255 250 250 192 193 193 247 247 192 192 193 192 247 247 246 247 192 192 192 192 193 192 193 192 192 193 192 192 192 193 193 192 193 193 193 192 192 193 193 192 192 246 192 192 192 192 192 193 192 192 193 247 247 246 247 250 250 82 0 0 0 0 0 0 0 0 0 0 0 0 67 68 82 82 82 81 82 151 150 170 193 150 82 82 67 0 0 0 0
"36" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 255 255 255 255 255 255 250 83 83 83 83 83 83 148 250 255 255 255 255 255 255 255 255 255 250 255 255 255 255 250 250 255 255 255 255 255 250 250 192 192 247 246 247 246 192 192 192 247 247 247 192 192 192 192 192 192 192 192 192 192 247 246 246 247 192 193 192 246 247 250 247 247 246 247 246 247 192 192 192 145 146 192 192 192 192 192 247 192 247 247 246 192 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 82 81 82 67 82 151 151 151 81 82 67 0 0 0 0 0
"37" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 255 255 255 255 255 255 255 250 83 83 83 83 83 148 250 255 255 255 255 255 255 255 255 255 255 255 255 250 255 250 255 255 255 255 255 255 250 250 192 246 247 247 247 192 192 193 192 192 246 246 247 193 192 192 192 192 192 193 192 192 192 247 247 247 247 247 247 247 246 250 247 247 247 192 192 192 192 192 192 192 192 192 192 193 192 192 193 192 193 192 192 192 113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 82 68 67 82 151 82 68 67 67 0 0 0 0 0
"38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 255 255 255 255 255 255 255 255 255 250 83 82 83 113 250 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 250 250 193 247 247 247 246 192 192 192 192 193 192 192 192 192 192 193 192 192 192 192 192 192 247 193 193 247 246 246 247 247 246 247 247 247 247 192 146 146 146 146 192 192 192 193 192 192 192 192 193 192 247 247 193 246 192 113 42 85 192 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 82 82 82 68 0 0 67 68 0 0 0 0
"39" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 255 255 255 255 255 255 255 255 255 170 85 41 42 113 250 255 255 255 255 255 255 255 255 255 255 255 255 250 255 255 255 255 255 255 255 255 250 250 193 192 192 193 247 192 193 193 192 192 192 192 193 193 192 192 192 193 192 192 193 192 192 192 192 192 247 247 247 247 246 247 192 192 146 146 125 145 146 192 192 192 192 192 192 192 193 192 192 193 193 247 247 247 193 250 250 255 255 255 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82 67 0 0 0 0 67 68 0 0 67 68
"40" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 255 255 255 255 255 255 255 255 255 192 68 0 0 41 170 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 250 250 247 192 192 193 246 192 192 193 192 192 192 192 192 192 192 192 192 192 193 192 192 192 192 192 193 192 247 247 247 246 246 192 192 146 146 146 146 145 146 192 192 192 192 192 192 193 193 146 146 192 193 246 247 246 250 255 255 255 255 255 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 82 82 85 68 67 82 151
"41" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 255 255 255 255 255 255 255 255 255 85 42 0 0 0 85 250 250 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 250 250 193 193 193 192 192 250 192 192 192 193 192 192 193 193 192 193 192 192 192 192 192 192 193 192 192 192 192 192 247 247 192 192 192 146 146 146 146 146 192 192 192 192 192 192 192 193 192 193 193 192 192 193 192 247 250 255 255 255 255 255 250 41 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 151 150 150 170 85 151 193 246
"42" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 255 255 255 255 255 255 255 255 255 114 85 0 0 0 85 170 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 255 250 250 192 192 192 193 193 192 192 192 192 193 193 192 246 247 247 193 193 193 193 192 192 193 192 192 192 192 192 192 192 193 192 192 192 146 146 146 146 148 193 193 192 192 192 192 192 192 192 192 192 192 192 192 192 246 250 255 255 255 255 250 250 250 250 192 192 114 82 0 0 0 0 0 0 0 0 0 42 0 0 85 150 151 150 170 192 192 250 250
